Nama,Ulasan,Tanggal
Mrigasira Batari Fitri Nurindah Rahadiani,"Nice place , love it so much with the traditional market",2019-10-14
Anton Sujarwadi,Pasar tradisional yg perlu dilestarikan keberadaannya..,2019-10-14
Sagita Rochman,"Suasana pasar tradisional, dengan aneka jajanan khas disana. Senang keliling mencoba makanan khasnya",2019-10-14
Fauzi anang Susanto,Salah satu pasar tradisional yg terkenal di jogjakarta,2019-10-14
aziza dyah,Murah meriah ayo belanja di pasar,2019-10-14
Kamaya S,Enough,2019-10-14
Jaka Subiyanta,Perlu direnovasi dan penataan ulang...,2019-10-14
Riyanti al fatih,Sering kesini.jualan kripik tempe hehehe,2019-10-14
Tri antoro,Rame kl pagi,2019-10-14
Wahyu Sofkhiana (Kiki),"Pasar ramai, lengkap, sayangnya jalan-jalan dalam pasar lobang-lobang .tempat parkir tidak diatur langsung di jalan Parangtritis jadi sangat membuat macet dan mengganggu",2019-10-14
Junita Liana,Lantai yg bagian tengah perlu perbaikan,2019-10-14
Rahma Noor Laila,"Kulit lumpia 2rebu perak dapatnya segaban, tempe yang masih belum jadi tempe..ada disini..cocok buat yang nginep disekitaran prawirotaman buat jajan oleh-oleh disini",2019-10-14
Nur Hananto,Lumayan ok,2019-10-14
Vio,Very traditional,2019-10-14
agus maryanto,Rencana th 2019 ini akan ada kegiatan revitalisasi (pembangunan kembali) pasar Prawirotaman .. semoga lancar,2019-10-14
Nurmala Pusfitasari,Kalau mai cari ikan gabus bisa di sini,2019-10-14
anjaha naufal m,Bikin nostalgia,2019-10-14
Edho Pehelerang,Time to buy all recipe,2019-10-14
rini mw,Pasar tradisional,2019-10-14
Gregoria Studio's,Tukang parkirnya hanya mau enaknya saja dan biaya parkirnya harus dikasih uang pas kalau kembali suka kurang.,2019-10-14
Preally Ginting,Rame kalu pagii macet,2019-10-14
Yody Laris Abadi,"Pasarnya lengkap, cuma kebersihan nya masih kurang..",2019-10-14
Intan Permata Sari,"Murah, mudah dijangkau",2019-10-14
citraadi perdana,Khas pasar tradisional,2019-10-14
Eduardus Hermawan,Tradisi Jogja,2019-10-14
Ade Kusumastuti,Sip,2019-10-14
Saguh Panuju Bakti,Seru klo pagi hari..bnyak jajanan ndeso,2019-10-14
yulw G,Kenapa hidup ini susah kah,2019-10-14
fajar ariant,Jajan tradisional macem macem,2019-10-14
suka suka,kurang nyaman. untel unelan. bau . becek. jalan macet,2019-10-14
Titok Usmantoro,Woke,2019-10-14
arifah budiwati,"Pasar serba ada bagi ibu2 rumah tangga, komplit dengan berbagai makanan tradisional yg selalu bikin kangen kembali kesana",2019-10-14
Endah Kusumawati,"Salah satu pasar yg jadi tujuan saya saat berkunjung ke Yogyakarta. Hunting kue2 pasar seperti tiwul, lupis, wajik, dll, juga pecel dan urap itu tujuan saya. Jamu tradisional yg langsung diperas sebelum diminum sungguh mantap",2019-10-14
Istriana Anggraini,Jln agak macet overall ok,2019-10-14
Erisa Noviati,"Bright, clean, neat traditional market with a lot of various items of your daily needs.. Vegetables, fruits, daily goods, clothes and various traditional snacks,,, 🌶🌽🍅🍌🍊🍉🍚🍝🍖👗👖👕🍩🍪🍮 …",2019-10-14
Mini Kh,Paling suka beli kue rangi disini. Yg di pinggir jalan . Pagi2 hangat2,2019-10-14
saputra rezan,nice,2019-10-14
Hartatik NASA,Mencari segala kebutuhan yg lengkap,2019-10-14
DR DW,Bagus banget,2019-10-14
Muhammad Umar Sakti,Komplit,2019-10-14
Yus trini,Banyak jajan pasar di sini.,2019-10-14
Abigail Niken,Sip,2019-10-14
Evika Ningrum,Mau cari apa aja insyaallah ada 😁 …,2019-10-14
Dian Ekayanthi,Enak untuk belanja makanan segar dan jajanan tradisional,2019-10-14
S Gendhis,Harga dipasar ini murah2,2019-10-14
Bagus Mazasupa,"Yang saya incar dari pasar ini hanyalah Soto Pak Irin, soto dagung sapi di pojok utara pasar",2019-10-14
Hanan Ria,Lokasinya di pinggir jalan jadi mudah dicari lengkap banyak yang jual jajanan pasar,2019-10-14
Akbar Djoyo,Bisa buat nyari oleh oleh barang yg unik unik disini..,2019-10-14
Mentari M,Tempat nya nyaman..,2019-10-14
Dwi Utoro,"Pasar yg terletak di kawasan banyak wisatawan asing menginap di tepi jalan parangtritis,karena banyak hotel -hotel kecil dengan tarif ramah kantong",2019-10-14
Erni Safitri,Lengkap untuk kebutuhan dapur,2019-10-14
Widya Khasanah,Deket rumah lengkap strategis 👌 …,2019-10-14
Thamara Kandabada,"Traditional market with a multitude of sellers selling all kinds of food items, and other home needs.",2019-10-14
Diana Dhour,"Lengkap,asyik buat belanja..bersih",2019-10-14
Tawon Kemit,"Pasar tradisional di jalan parangtritis, lumayan lengkat buat belanja bahan makanan",2019-10-14
Jonathan Gabriel,Pasarnya lengkap,2019-10-14
Aryoso Winubroto,pasar tradisional favorit warga lokal 👍😀😊 …,2019-10-14
Lukito Widiarto,Pasar pagi yg ramai untuk belanja.,2019-10-14
Samsul Mustakim,Untuk kebutuhan sehari-hari cukup lengkap dan harga terjangkau,2019-10-14
raden praseto,Belanja kebutuan harian,2019-10-14
Herry Kristianto,"Everyday as a good traditional market, complitely fresh vegetables, fresh local fruits. At the afternoon change delicious local noodle - kedai bakmi Jawa pak Geno.",2019-10-14
Coc Lamongan,Jos rame,2019-10-14
Alex Wijaya,Suka banget sama pasar tradisional,2019-10-14
Isnawan Wawan,Barang mudah di cari,2019-10-14
Pipit Pagi,Shop here and keep the tradition exist,2019-10-14
septian khairunnisa,Pasar tradisional dengan aneka jajanan pasar dan kebutuhan lainnya,2019-10-14
Andi Rayrista,Harganya murah-murah.,2019-10-14
edhi wahono,Tempat belanja sehari-hari,2019-10-14
J Nugroho,Need more seller arangement and cleanliness,2019-10-14
Sadiyy Sa',Sembako ada,2019-10-14
Nurhayati PPQ,"Lokasi strategis, pilihannya cukup komplit. Dari sayuran, aneka lauk, buah, snack, dll ada semua 🤗 …",2019-10-14
Kartika Wati,"Pasar Tradisional di Jogjakarta area selatan, dijamin komplit dan murah",2019-10-14
bubuy southlander,Traditional market,2019-10-14
Ilham Manuel,Layaknya pasar,2019-10-14
brino si penjaga tama,Buka pagi jam 06.00 s/d 10.00,2019-10-14
Planting Project,Pasar pagi dengan harga lumayan murah tapi lebih murah di pasar giwangan,2019-10-14
Putu Putrayantha,Traditional market,2019-10-14
Bibah Sari,Pengalaman pertama,2019-10-14
Kawi Boedisetio,Pasar tradisional...,2019-10-14
narulia asrandini,"Salah satu pasar tradisional, pasarnya kecil tp lumayan lengkap",2019-10-14
Dwi Sukamto,"Terletak dikota Yk.  Dekat jalan Raya,  tersedia barang kebutuhan sehari hari",2019-10-14
Dex'z Setyawan,Strategis,2019-10-14
Shabrina Muna,Pasar,2019-10-14
Vinno Nugroho,"Sudah mulai dibenahi, ditata, dan ditertibkan... Nyaman belanja disini",2019-10-14
Amadi Amadi,Pasar tradisional di kota yogyakarta yang representatif..,2019-10-14
Mislaely Umi,Tempat q slalu blanja 😘😘 …,2019-10-14
E- Kopi,Kurang perhatian dari pemda,2018-10-14
M A Wahab Ishak,Clean surrounding.. keep it up.,2018-10-14
Fenji,I've been here for two trips and it's a great place if you're wanting a traditional food market. The selection of local fruit is great and there's also meat section. …,2018-10-14
Mackands Leo Nardo Octano,Pasar,2018-10-14
Su Topo,Soto daging pak irin kios No 2 makyusss segeeeeeer👍👍👍👍👌👌👌👌👌 …,2018-10-14
jazzie production,banak yang harus ditata dan dijaga kebersihannya biar tambah nyaman,2018-10-14
Ayam Bakar Roodfoodie Semarang,Suka banget kalo harus blusukan belanja di pasar ini #letsguide,2018-10-14
andin marker 1140,"Pasarnya di tengah kota, komplit & harganya juga ndak mahal..",2018-10-14
Suyanto To,Tempat ya strtgis mau ke kota dkattt gaess...,2018-10-14
Sukses Mandiri Sejahtera,Bakso jogja,2018-10-14
Novi Berkat2,Hanya membeli roti bakar favorit yang kalau sore mangkal didepan pasar prawirotaman.,2018-10-14
widy nur w,"Cukup lengkap,, hanya kurang bersih",2018-10-14
shinta dewi kurniawati,Pasar Prawirotaman merupakan pasar tradisional yang cukup lengkap.harganya juga terjangkau untuk ukuran pasar tradisional yang besar.,2018-10-14
Arya Syahputra,Lengkap,2018-10-14
bayu Setiawan,Lengkap tapi kurang bersih,2018-10-14
Awe,"kalo pagi hindarin lewat sini deh.. macetnya istimewa.. tapi kalo sore sampe malem silakan kesini, karna kita bakal dimanjain banyak pilihan kuliner.. mulai dari bakmi jawa Pak Geno, trus ada es buah & bakso urat.. lokasi pasar ini pun dikelilingi banyak penginapan..",2018-10-14
Dani,tempat belanja terfvorit,2018-10-14
akbar Arsamulya,The lagend of bakmi in yogyakarta,2018-10-14
luthfi apasaja,"Jajanannya enak2
Jogja banged",2018-10-14
Minhatin,Sering lewat,2018-10-14
Fendi Kurniawan,Mantap bagus,2018-10-14
Ariyasa Made,"Pasar tradisional yang cukup lengkap,  bersih dan murah di wilayah kodya jogja selatan. Pasar ini adalah pasar pagi,  artinya buka & beroperasinya di pagi hari.",2018-10-14
Kang Sukat,Tempat jual beli sayur dan segala daging juga kian laut,2018-10-14
Bang thoyib1234,Lengkap,2018-10-14
Ingkeu Rachmawati,"Singgah disini karena kebetulan dekat dengan hotel tempat menginap. Beli jajanan pasar buat sarapan, gak jauh beda sama pasar tradisional di tempat lainnya.",2018-10-14
fero espadas,"Bayak bule &,kuliner menarik",2018-10-14
Tri Suwarti,Beli telur lewat lewat pager karena kunci Regol blm di bukaa,2018-10-14
Chandra Adi Nugroho,Ya pada umumnya pasar tradisional,2018-10-14
Rose Diana,Lenkap murah komplit enak,2018-10-14
Nurul Fadilazain,Komplit,2018-10-14
Setijadi Rahardjo,Memory banget buat masa kecil aku dahulu,2018-10-14
Samsul Bachri,Pasar tradisional di jalan Parangtritis yang masih menjual jajanan tradisional,2018-10-14
sriyanto sriyanto,Kalo pas jam sibuk parkir tumpah ke badan jalan..,2018-10-14
kurnia jaya,"Tmpat jual beli segala barang,namun parkirnya masih perlu pembenahan dari pemerintah kota",2018-10-14
Mushandry Syamsudin,pedagang di tertipkan agar tdk semeraut,2018-10-14
Fada Eff,Lengkap. Ngga usah ke bringharjo disini juga ada semua.,2018-10-14
Bagus Ariestya Yumanihtiar,Oke,2018-10-14
Cipta Putra,Pinggir Jl Parangtritis sangat mudah terjangkau,2018-10-14
Hana Nurhidayati,"Pasar tradisional yang sangat lengkap. Daging sapi, kambing, ayam semuanya ada. Jajan pasar juga lengkap. Dulu saya pernah beli caping juga disini. Sayuran juga lengkap. Harganya murah-murah. Kalau tidak salah saat malam hari ada bakmi jawa yang enak di pasar ini, namanya bakmi harjo geno.",2018-10-14
moto camp adventure,fresh vegetable etc,2018-10-14
Deri Supyandani,Kepasar,2018-10-14
Muhammad Iqbal,"Rapi, bersih, dan cukup lengkap",2018-10-14
Abdul Matin,....murah meriah belanja di pasar tradisional yang lokasinya di dalam kota.....,2018-10-14
Karmila Afifah,Berbagai sayuran cemilan dan sembako macam2 ada disini,2018-10-14
Daniel Snellius,Es teler bakso pak teguh pake air mentah,2018-10-14
Lutfi Hakim,bagusss,2018-10-14
Angga Hertomi,Sarapan disini paling mantab nasi ramesnya,2018-10-14
mustaqim arip,Nice people everywhere. You can buy so many goods from here. Especially vegetables and fruits.,2018-10-14
supermeind,Pasarnya lumayan rapi dan bersih,2018-10-14
Iput Lema,Bisa ketemu bule,2018-10-14
agus raharjo,Pasar nya bersih dan tertata rapi,2018-10-14
Edy Bekasi,Ok,2018-10-14
musa nugraha,"Tempatnya semrawud, butuh pembenahan, kotor dan bau, sgera di benahi dan di revitalisasi lagi oleh pemda setempat",2018-10-14
Oppi R7s,"Pasar tradisional di tengah kota dan di daerah hotel dan losmen di daerah tujuan wisata Jogja di kampung turis Prawirotaman,. Bermacam-macam dagangan dan macam macam makanan tradisional dijual di oasar ini. Macam macam kuliner khas JOGJA di …",2018-10-14
Desta Zoldix,Salah satu pasar tradisional yang sering saya kunjungi. Nyaman. Lengkap. Ramah. Jogja taste,2018-10-14
tanti kustanti,Komplit,2018-10-14
Mulyadi Adi,Banyak kuliner,2018-10-14
Jipi Arson,"seneng ajah jelajah yg tradisional gini cemilan dan makanan aneh2 bungkus untuk sarapan pagi tah gak tahu namanya pokokna eunak murah meriah, lokasi lumayan bersih rapih terawat kios2nya.",2018-10-14
Tira Lestari,Harganya dipasar ini cukup terjangkau dan lumayan lengkap.,2018-10-14
hani yudha,Deket sm jokteng,2018-10-14
sekar madhani,paling suka cari ketan bubuk disini,2018-10-14
Noorma Sulistianingsih,"Muter2 nyari ikan bandeng rebus, ternyata disini ada
Alhamdulillah, pesanan org rumah tercpai",2018-10-14
ADITYO KURNIAWAN,Pasar tradisional utk belanja kebutuhan pokok,2018-10-14
Rizky,Mantab,2018-10-14
sono harsono,Disini belanja lengkap,2018-10-14
Kang Kanoel,all u can get market,2018-10-14
roberto donnie,Pasar tradisional jalan paris,2018-10-14
Dina Esti,Tukang parkirnya bawain tas belanja pengunjung 👍 …,2018-10-14
amalia rani,Pasar lengkap. Tersedia daging juga ayam kampung,2018-10-14
Esti K Dewi,"Kalau mau beli sembako, kebutuhan sehari-hari, semuanya dg harga murah  di pasar prawirotaman ada. Tapi soal kebersihan, nah itu agar lebih diperhatikan.",2018-10-14
ady setyawan,"Tradisional, konvensional, emosional",2018-10-14
watusiji winarko,Vintage market,2018-10-14
I'm Nugie Channel,Komplit,2018-10-14
BIMA_ gg,sayuran apapun tersedia disini dengan harga terjangkau,2018-10-14
Agung Firmanto Budiharto,pasar aja ilang kumandhange,2018-10-14
baztard 284,Pasar tradisional yang komplit,2018-10-14
Rio Sapto,Nice,2018-10-14
Surya Aditya Oetomo,"Pasar Prawirotaman berjualan berbagai macam kebutuhan sayur,bumbu masak, daging, jamu, makanan, alat masak, dan yang lainnya. pasarnya sedikit bau, Lantai licin, Pedagang di dalam yang Jalur tengah berjualan di tengah jalan membuat tempat …",2018-10-14
Fendy Baz,Kulakan,2018-10-14
Agustinus Eko,homie place ....,2018-10-14
dwi retno retno,Komplit murah,2018-10-14
ayu nicky,👍👍 …,2018-10-14
OBECH RAFTING PACET,Suasana masih tradisional,2018-10-14
Nefsilia Mawarti,Pasar tradisional yg lengkap...tapi mau seberang jalan susah...rame...,2018-10-14
Vinct ZONE,pasar tradisional yang beroperasi dari pagi sampai siang menjelang sore,2018-10-14
Dhinka Puruhito,Lumayan ya. Cuman kurang lengkap,2018-10-14
Ditya Artiningsih,"Dekat dari rumah hanya 5mnit naik sepeda, lumayan lengkap bahkan ada tk kue yg cukup lengkap dan ekonomis, mungkin krn daerah wisata turis, hotel dan cafe kalau malam. Makanan tradisional nya macam2, cari sarapan bervariasi aneka macam kue, …",2018-10-14
