Nama,Ulasan,Tanggal
Fahmi Syaefudin GMX Chanel,Ternyata pasarnya gede juga.. Kalo masuk ke dalem jadi tau luasnya..,2018-10-14
Dion 1,Lebih bagus ny ksni klo mlam lbh komplit. Klo siang hari sepi penjual.,2019-10-14
Trito Hartono,Beli buah dipasara Giwangan harganya sama saja dengan di toko buah. Koleksi buahnya lengkap.,2020-10-14
saridi melodi,Masuk parkir khusus engkel bok Rp. 10000 untuk dua orang parkir 4000,2020-10-14
Gemericik Air,Niat iseng belanja ke giwangan malah bingung krn hrs beli kulakan 😁. Yg niat mau beli banyak silahkan kesini …,2017-10-14
Minati Pamela,"Lumayan lengkap, tapi harga cenderung mahal. Harus bisa membandingkan harga dan menawar.",2017-10-14
kurnia iman wibowo,"Jalan di dalam pasar banyak yang rusak, mobil pribadi sering masuk pasar bikin macet",2018-10-14
Fithria Asma,"Pasarnya cukup lengkap,  tapi memang seperti pasar,  kebersihan perlu ditingkatkan,,",2018-10-14
ari priyatmoko,Kurang rapi dan kurang bersih. .jalan dalam pasar sudah rusak di sebelah timur,2018-10-14
Windarti Win,Pasar induk buah dan sayur ..dr grosir sampai ecer bs dlayani dsini,2019-10-14
Priyo Agus,Lumayan baik tapi cuma jalan masuk ke pasarnya banyak yg rusak...,2019-10-14
Rizang Daru Nafian,"Kebersihan bisa lebih ditingkatkan lagi, banyak bau pesing dimana2",2020-10-14
pipit wulandari,Gak harus parkir motor bisa  naik mtr dg blanja,2019-10-14
anjar dwi purnomo,Jalannya dah rusak... Mobil boleh masuk... Jadi macet...,2019-10-14
danang suprapta,Harga standard..​Pedagangnya baik​ baik. Cm  penerangan kurang,2018-10-14
Rena Batik,24 h ..... cocok buat yg punya usaha kuliner,2016-10-14
Andrias Bambang KW,Jalannya sempit dan bergelombang. Nilai plusnya buka hingga malam,2017-10-14
AP Budi S,"Malam hari lebih gayeng
Kebutuhan sehari - hari lengkap tersedia di sini",2017-10-14
One ZeroZero,Jalan di dalam pasar masih rusak dan becek kalau hujan,2019-10-14
Nugroho Novianto,"Pasar Induk Kota Jogja, menyediakan aneka sayuran dan buah buahan",2018-10-14
Abyasa Zaalan,"Pasar sentral yogyakarta, dekat dengan terminal. Cocok untuk kulakan para pedagang kecil",2019-10-14
Adi Triyasa,"Adalah pasar induk di kota jogja, yg ramai di malam hari...",2019-10-14
Aulia Nugraheni,Masih ruwet pasarnya macam pasar minggu jaman saya sd 😂 …,2019-10-14
Utik *reenda handmade *,Sayang e buka klo sore ..jd klo siangan pada tutup,2019-10-14
Genta Sukardi,"Jalananya rusak, jd pada waktu musim hujan banyak genangan,,",2020-10-14
Farid Nyunyu,"Kurang nutrisi buah yg segar"" langsung aja kesini",2019-10-14
Rahayu,Cukup tersedia segala macam kebutuhan pokok,2018-10-14
Falah Arta,Mau cari buah ? Oke untuk belanja kulakan .,2019-10-14
sadex jr,"Lengkap, pintar nawar dapat murah, kurang bersih.",2017-10-14
Albertus Tanuwidjaya,Harus ditata lagi supaya bisa makin bersih dan rapi,2018-10-14
Wahyuni Arifin,Tempat belanja buah dg harga grosir,2019-10-14
Eres,Pasar tradisional cukup besar dan berdekatan dengan terminal Bus Giwangan,2017-10-14
Rin,pasar tradisional sore yang selalu ramai,2019-10-14
sri hartatik,Untuk masak malem selalu belanja disini krn disini .,2017-10-14
oemang official,Lengkap sayur n mayurnya...,2018-10-14
Dyan Ayu,Tempatnyaa rame. Buka setiap hari,2019-10-14
humairo blossoom,Kurang nyaman utk jalan ka ki,2019-10-14
phietroel ramadhani,Ayam potongnya g fresh..,2018-10-14
Amazing Owl,rame tapi tempat nya sempit 😥 …,2018-10-14
ruslina triastuti,"You can find any fruits you want, but it's little bit dirty.",2017-10-14
GAGA XCK,buah yg di cari zonk kurang pagiiiiii,2017-10-14
A A,Dulu sering beli ikan di pasar ini,2018-10-14
Sisri Yulianti,Pusat kulakan sayur mayur dan buah.,2019-10-14
Syafruddin Maulana,Lahan parkir masih harus dirapikan,2017-10-14
Andym Wijaya,Pasar traditional yg lumayan lengkap,2018-10-14
Peri Manoer,Biasa seperti pasar pada umumnya,2019-10-14
Rizki Yudi Asmanto,Komplit untuk cari sayur dan buah,2017-10-14
Wikan 391,"Agak padat, namun bahan makanan lengkap",2017-10-14
Muhammad Tigran,Kalo pagi parkirnya crowdit,2019-10-14
alfa aquero,Pedagangnya ramah.,2017-10-14
hendra “hendraa.py” prasetyawan,pasar induk sayur dan buah Jogjakarta,2019-10-14
noor wbs,Tempat kulak buah dan sayur,2019-10-14
tikin aja,"Lengkap, tpi masih semrawut juga.",2020-10-14
Petrus Hendrawan,Pasar tradisional harga murah,2019-10-14
Amira Siregar,Pasar grosir buah dan sayuran,2019-10-14
TaWoN AR,Pasar sayur lengkap,2017-10-14
Vio Vio,Lumayan lengkap dan  ramai,2019-10-14
Rio Martinez Iriadi,Ikan nya dikit mahal,2020-10-14
SUMINAH ISTIANA,Selayaknya pasar traditional,2018-10-14
Bara Gumilang,Pasar yg komplit,2017-10-14
Monmon,Pasar tradisional di Jogja 👍 …,2018-10-14
bagas Pramusinto,Pasar yg dekat dengan terminal giwangan,2020-10-14
Lilik Budi Setiyawan,Komplit dan murah,2018-10-14
Eka,Tempat belanja asyik,2017-10-14
Nday Pyong,Lumayan rapih dan bersih,2018-10-14
ade subhan,Tradirional market near from ringroad,2019-10-14
Ahmad Yulip,Murah meriah,2018-10-14
Yoyon Pratama,Pasar tradisional/rakyat...,2020-10-14
AS SLY,Tuku jeruk nipis,2018-10-14
Budi Pramono,Tempat belanja sayuran di Yogyakarta,2017-10-14
dany prabowo,Murah sih tapi,2019-10-14
Lilik Widiastuti,Kurang tertata,2019-10-14
SERBANEKA DUNIA,Kumuh...,2018-10-14
Adtya Adtyawan,Pasar induk buah dan sayur,2017-10-14
Doni Algazi,Kurang rapi,2019-10-14
wahyu kuncoro,Kebersihan kurang,2017-10-14
Bakmie Jawa Pak Budi,Pasar buah jogja karta,2020-10-14
KONPIBER,Strategis,2019-10-14
Anjas Kotagede,Pasar buah. Pasar tradisional.,2020-10-14
Agra Ri,Ramai,2018-10-14
achmad sugianto,Lumayan,2018-10-14
Rizki NS,Ini dari pintu timur,2017-10-14
Peci Santri Official,traditional market of Giwangan,2018-10-14
Yossi Atmaja D,Pasar tradisional,2018-10-14
radith ndaru,Pasar malam,2018-10-14
Septian Budi,Pasar giwangan,2018-10-14
Opopopopo channel,"""Pembeli adalah Raja""tidak berlaku dipasar ini,pelayanan buruk,tdk sprti pdagang ramah pd umumnya.Kalo udh kaya/ga butuh uang ya ga usah jualan lah,,nyesel&gak bakal kesana lagi",2020-10-14
Azhaar safiy zulfaqar,Seringnya ql ksni macet krna mobil bebas masuk ksni..motor jga bersliweran seenaknya..kdg belinya dri atas motor..lbh baik lgi ql dikasi parkir yg kondusif disisi pasar..jdi gk semrawut,2019-10-14
Ismawan S chanel,Malam rame pasarnya,2019-10-14
untung satriyo Soekirman,Pasar tradisional namun lengkap sayuran dan rempah,2019-10-14
Sumedi Sumedi,Lumayan rame n murah,2018-10-14
Untung Satriyo Soekirman,Lengkap namun kotor,2019-10-14
Nur Puji Lestari,Iya,2019-10-14
Noviana Wab,Jauh sekali,2017-10-14
Ryans Agas,"Kumuh, kurang terawat",2018-10-14
Arsyila 0401,Ramai,2019-10-14
aries indo,bagus,2018-10-14
Secure Toast Cheese,Preman edan,2019-10-14
raehana gahari,toko2nya buka dipinggiran jalan.pembeli biasanya pake motor tanpa turun.tp banyak juga yg jalan. crowded super. tapi pasar ini nyaris 24 jam. fresh vegetables dropped in the middle of the night.n u xam directly buy at that time,2018-10-14
Afnan Harifi,"Pasar yang lengkap untuk segala macam kebutuhan, harganya bersahabat. Sayang tempatnya becek kalau hujan. Bisa lebih diperbaiki supaya menjadi pasar yang menyenangkan buat semua orang.",2016-10-14
KARTELIUS _123,24 jam lengkap semua sayur buah2 an dll,2019-10-14
Muhamad Ridho S,Masih pasar tradisional blm terkonsep pasar modern,2017-10-14
SJ. CHANNEL,Cukup membuat bahagia untuk shooping di sini,2018-10-14
Sigit Yuniantoro,Gak ada warung makan,2020-10-14
Arinzz Arina,Hasil lautnya mahal,2017-10-14
BOCIL GUNUNG CHANEL,Bau dan blm nyaman,2020-10-14
iesti rahandy,Panas dan ramai,2017-10-14
Susilo Pradyardono,Nggak rapi,2019-10-14
Ayoc Dwi,Kurang rapi,2020-10-14
suparno om,Lumayan resik,2018-10-14
endra setiawan,biasa saja....,2018-10-14
HANUM S.,Pasar induk kota yogyakarta,2017-10-14
ADZRIELTRANS jasa angkut jogja,Belanja,2018-10-14
Krisna Yuda,kotor,2018-10-14
Farid wans,Oke,2018-10-14
widhie jogja,Goceries,2017-10-14
Sugata,Up,2017-10-14
