Nama,Ulasan,Tanggal
Reynan Tristanto,"Pada awalnya pasar Klithikan ini menjual berbagai macam jenis barang-barang bekas dan barang-barang kuno,namun pada saat ini di pasar ini juga menjual berbagai macam barang baru juga . Barang-barang yang di jual di pasar Klithikan ini …",2019-10-14
Eza Dinata,"Pasar yg dr dulu jaman kuliah, tmpt nyari sparepart motor baru atau bekas,jaket,kaos ataupun lainya.. Semua ada disini.. Hrga pelajar dan pinter2 nawar.... Mantap lah...",2019-10-14
chepy indrayana,"klo belanja disini jangan lupa tawar menawar, soalnya banyak barang hrga tinggi, padahal sbnernya itu barang murah², negonya sadisin aja hahaha, lengkap dah pokoknya dsini, pakaian dr ujung rambut sampe ujung kaki dijual dsini, siap² parkir ya..",2018-10-14
sono harsono,"Jual barang baru dan bekas ada disini, silahkan datang",2023-10-14
Luqman Nur hakim,Banyak menjual barang-barang baru dan bisa dikatakan komplit untuk keperluan fashion. Harga murah tapi tidak murahan. Cocok untuk yang memiliki budget minim tapi pengen tampil beda.,2017-10-14
Madya Winoto,"Mau beli barang bekas memang kompli memang ada seperti onderdil sepeda, motor, mobil,alat musik pakean bahkan barang2 kuno juga ada l",2019-10-14
Budi Santoso,"Tempat jual beli pakaian, helm, jam, onderdil mobil motor baru maupun bekas, hape dari yg jadul sampai yg baru, kipas, gitar, stiker... Pokoknya mau cari apa aja boleh datang ke sini dan cari sendiri ke lapak-lapak yang tersedia",2019-10-14
Nabawi Iam ini love,Pedagang depan ..yang orang Madura ..baik banget..juga bapak penjual hp bekas di lantai 2,2023-10-14
mas widhie,"Klo lg suntuk, pingin cari spare part dll, salah satu nya kesini aja 😅👍 …",2023-10-14
Edwin Gandawijaya Ψ,I was in my raincoat searching for a bike accessories store here under rainy weather about 9pm and there are some local guys sitting on the stairs enjoying rain. I looked at market's map in front of stairs and then they ask me nicely what …,2021-10-14
Mucha Sydeco,"Tmpt belanja tradisional, dri brang2 second untuk otomotif, dan barang2 baru.
Otomotif, fashion dll. Lengkap pokoknya.
Eitsss.... Jangan lupa nawar di pasar ini ya",2021-10-14
Wahyu Dpurwanto,"Tempat belanja, sepatu kaos maupun pusat mode dengan harga terjangkau, spare part mobil motor juga ada",2022-10-14
Yella “Yeyelalala” yanuarvi,Buat kalian yg kejogja boleh coba belanja disini dari sepatu baru dan bekas ada onderdil motor banyak bgt jangan malu nawar yaa,2019-10-14
B I M S T E R,"Kunjungi di pagi hari minimal jam 10 untuk buka. Variasi motor baru lengkap, barang cukup bagus. Masalah dengan harga adalah Anda cukup pintar untuk menawar, Anda tidak akan pernah puas",2024-02-14
Winda Yunita,"oke, itu hal yang bagus. Saya datang ke sini karena hujan. tapi ada sate bakso di pojok belakang pasar..",2021-10-14
affan abdulqahhar,"Tempatnya asik buat ketawa, harga terjangkau, cita rasa kantoran bintang empat",2023-10-14
MasEko Cetak,"Saya mencari apa saja, bekas/baru terlengkap, sparepart mobil hingga spare part handphone ada disini",2017-10-14
anton rorympandey,"Tolong cari tudung, sepatu, celana, karburator tipi, hp lengkap",2022-10-14
supatman,"Ada yang hilang, tapi hilang...
Semua berubah...
Aku mau cari keris kedua, hilang..",2016-10-14
Triyana Widayat,"Saya langganan disini.. Kalau yang lain mahal, saya sama murahnya.. Tunjukkan, tunjukkan, tunjukkan.. Tak pernah mahal... Kita sama-sama orang pintar yang berdagang",2019-10-14
Dimas Ali W,"Banyak orang, bisa menawar sparepart motor yang dominan 👍👍 …",2022-10-14
Erna Garasi,Ya tinggal pilih mau item baru atau yang kedua..aman-aman saja,2019-10-14
Priyaris Munandar,Angkringan nyai nana asyik banget buat makan dan kumpul bareng teman-teman ini,2022-10-14
Tri Man,menemukan apa pun,2019-10-14
Tri Heryanto (HERRY),Banyak sekali orang yang mencari barang otomotif disini,2022-10-14
Endi Sukaje,"Dapat barang lama dari klinik, terima kasih gan 🇲😁😁 …",2020-10-14
indrax mahendrax,Pasarnya bersih dan sejuk,2019-10-14
EL doragio,membatasi,2024-06-14
Agus Subagyo,Kunjungi klithik an.... mohon perbanyak perbendaharaan itemnya agar tidak ketinggalan,2019-10-14
Nur Yanto,PAĸ...ĸしÏ†ÏĸAǸ ʙµĸA †㉫ĸAǸ ﻝA３ pÏr✿? BAＧÏAǸ ✿Ǹd㉫rdÏし 3✿†✿r,2016-10-14
Edo sullivan Edo febriano,"Stoplesnya sudah lengkap, saya tidak dapat menemukan apa pun",2017-10-14
Agus Saputra,Ulasan Semua Pemilik Toko Bolo Dewe,2023-10-14
Wibi Antoro,"Aq, teman penjaga toko di sana namanya peyek",2022-10-14
Jhon Munchkin,"Murah dan banyak pilihan, hampir semuanya ada",2019-10-14
Kris Sugiyantoro,Pasarnya nyaman dan lengkap disini 👍👍👍👍 …,2019-10-14
Agiv Perdana Putra,Tempat mencari barang yang tidak ada di pasaran,2019-10-14
Rizky Laundry,Lengkap lurrr,2019-10-14
Indi Baik,"Pokoknya tidak apa-apa, tapi begitulah adanya",2021-10-14
Aryawan Widyawati,Bagi yang suka mengutak-atik sepeda motor,2020-10-14
fajar nuryanto,Gerra,2018-10-14
Angga Agung Nugroho,"Pasar Klitikan, tempat Anda bisa menemukan barang-barang murah. Tolong",2020-10-14
Arya Putra Pratama,Tuku helm trail nang klithikan karo tuku setrum,2016-10-14
Ayi Priana,Semua tersedia,2023-10-14
Alfandy Rasdhan,Semuanya sangat lengkap,2021-10-14
BENY IWAN CAHYADI,Minimarket dengan harga murah di Jogja,2020-10-14
Dayu Prakoso,Harganya biasanya sama,2019-10-14
Senianto Anto,Joss top bgt,2023-10-14
kiki Nomaha,Banyak barang murah..,2020-10-14
Addemo,Sangat menyenangkan untuk memeriksa harganya,2018-10-14
Reno Rancid,Cari spare part after market okelaaah..,2020-10-14
Hando Andharta,ini tempat yang menyenangkan dengan harga murah,2017-10-14
Adhe Chairul,Tidak apa-apa,2023-10-14
Dwi Agung,Temukan apa saja... selesai,2018-10-14
Wahyo Hartono,Tempatnya nyaman dan dapat tawaran yang bagus,2018-10-14
Akmal,Penjual kaos hubungi 081915175855,2020-10-14
Lutfi Apriyanto,Ramai dan bersih,2019-10-14
Binto Gunner,Apa pun ada di sini,2016-10-14
agus wiranto,Pasar Klitikan sepi. Pasar kehilangan pengaruhnya.,2022-10-14
Abie Rizal,di mana menemukan barang bekas,2019-10-14
Herdin Laia,Manta lahhhhh,2024-01-14
masbud channel,Banyak mod motor dan sepatu,2018-10-14
Mufti Al Ghozali,Asyikkk...,2024-02-14
Firman Donnie,"Lengkap, jos pohon e",2020-10-14
MASDULLOH,Kerih ga tuh di klitikin ?,2018-10-14
Muhammad Rayyan Irsyad,Ke sanalah saya pergi,2020-10-14
edy nugroho,Kemudi Tuku,2022-10-14
kabar klaten,Rene memiliki banyak hal baik,2018-10-14
Dwi Maryani,Tempat kerja,2018-10-14
Bertha Martoyo,Banyak seperti biasanya,2022-10-14
ahmad syauqi,"Kalau gandos kotos""",2019-10-14
praSINTO ramdaniar,Selalu ramai.. Murah-murah..,2017-10-14
Hengky Chandra,Temukan celana pendek,2022-10-14
Riza,saya minta maaf,2018-10-14
Gerardus Alvin,Sparepart motor banyak sekali,2020-10-14
HAFIDH yogy,Tolong temukan sesuatu...,2019-10-14
Memet Rian,Jos sungguh,2017-10-14
M Kapten,tap laa,2020-10-14
Fahrizal Rahmanudin,tidak sebanyak doeloe,2019-10-14
Hari Darmawan,"Barang bagus""",2020-10-14
Nurlailiyah sanggarmura,Pagar,2023-10-14
Rc Garage ID,Cari motor dimana 😂 …,2017-10-14
Azrildong!!,Jika,2023-10-14
r_prabowo,Barang bagus dengan harga murah,2019-10-14
Dwi Aprianto,Kopi Merokok gratis,2021-10-14
Gregorius Josevan H,tempat untuk menemukan barang-barang Anda,2020-10-14
Ceta Soju,"Tukang parkir di depan Ramag""",2021-10-14
kopie pahiet chanel,untuk mengumpulkan suasana yang baik,2020-10-14
Puji Supriyanto (Oping),Tempat untuk menemukan barang-barang lama,2020-10-14
Alfian Rudhi,jika kelelawar,2020-10-14
Eko Wahyu Nugroho,Tampilan atas,2023-10-14
Aswo Phandito,Itu tenang,2020-10-14
Dalidja Amadi,Banyak sepatu yang baru,2022-10-14
OPO WAE SHARE,Itu mahal,2019-10-14
Hervan Akadhina,Di mana menemukan barang-barang murah,2018-10-14
Haryana 1973,Klik joss,2023-10-14
alif nashruddin,apapun itu,2019-10-14
Lina Carlina,Pasarnya bersih dan rejekinya bagus,2019-10-14
ari priyatna,Hati-hati,2018-10-14
Khabibi Amrulloh,Pasar Barkas ramai,2019-10-14
FRH Farm,cuka murah meriah,2018-10-14
AJI Fadhilah,Masih belum ada penjelasan...,2020-10-14
Agnia Kei,Itu cermin,2019-10-14
bose trafo,apapun itu,2018-10-14
Fauziah Nur,Mencari apa saja,2018-10-14
Dimas Aryo,Komplit plit plit,2018-10-14
Cahyo Wibowo,Ps klik pada kuncinya,2019-10-14
Yui,Paja ya,2019-10-14
jogjapaperbag kreasindo,ayolah pirangnjooooo,2019-10-14
Sasongko Adi,Muhreh puoooollll,2020-10-14
Tapir Jogja,Ini sangat bagus,2018-10-14
Dery Jogja,Tidakaabb,2023-10-14
Arindia Nabila,Jaker Yap,2015-10-14
Wikan Rizki,Murah2,2023-10-14
Dany Setyawan,murah2 angsa,2017-10-14
Toif M,Klik..,2019-10-14
Agung Hidayat,Temukan uang kuno,2016-10-14
Bengkel Cat Mobil Auto Dua Putra,Jika,2022-10-14
Tugiman Busenk,Jika,2022-10-14
UMAR OFFICIAL,Jika,2022-10-14
Manda Robyy,Jika,2022-10-14
Angger Saputro,Lurr bagus,2018-10-14
arinda kn bird,Jika,2022-10-14
catatan pejalan Kusam,mantaaap,2022-10-14
Ulinnuha Tholibin,Komlit,2022-10-14
Rizqy agung,Ntapa,2022-10-14
denbaguse bowo,Yuuuuuuu,2022-10-14
Muhaimin Muha,menyesap,2022-10-14
Surya Enambelas,Menyelesaikan,2022-10-14
Ganjar Ramdani,Mantap,2022-10-14
mbah dur,jika,2022-10-14
kolibri gacor,Mereka,2021-10-14
Muhammad Burhanudin,SAE sangat bagus,2021-10-14
Ade Ameriantoro,Joss,2021-10-14
aan wijaya,"Komplit plit pokoknya,.",2016-10-14
alexander gundul 40an,Jozz,2021-10-14
Felisianus Alegore,Mantaapp,2021-10-14
Waldi Arjuno,Murahhh,2021-10-14
ferry Dwi saputra,Jika,2020-10-14
Fajar ilham,Jika,2021-10-14
SnainogarD,Hh,2018-10-14
Andre Firman,batas pinjaman,2021-10-14
Bayu Anugerah Hardianto,Atas,2020-10-14
pujo diyono,Jika,2020-10-14
Novrizal Beje,OKE,2020-10-14
Harlinggo Ben,Joss,2020-10-14
pasien tolol otomotif,sial,2020-10-14
Fransiska Lilis,Josss,2020-10-14
Seafood Segoro,Joss,2020-10-14
Annas Makruf Haifani,Dilengkapi penuh,2019-10-14
Harlinggo Ben,Tidak,2020-10-14
Ahmad Mukharom,Mereka,2020-10-14
Reza Angga_b,Membentuk,2019-10-14
Rega Giya,mantaap,2017-10-14
Devi Ariana,Gid,2019-10-14
IRfan Addin Eka Putra,Joss,2019-10-14
Krishananta Wijaya,Henokh,2019-10-14
An_ Dha,Mantaap,2018-10-14
Shan Shan,direkomendasikan,2018-10-14
Shally Mahardhikasari Putri,gumpalan,2018-10-14
Tri K,Klitikan dengan baik,2021-10-14
Budite Tryono,Jika,2017-10-14
oktaf ardi,Klitik pasar,2018-10-14
Dhon 22,duduk,2020-10-14
Arif Syamsudin,"Pasar sedang booming,",2018-10-14
Ahmad Fikri (daripulokepulo),Pasar Pakuncen Klithikan,2020-10-14
Nur Ahmad Fauzi,Yuhuy,2020-10-14
KURNIA Siahaan,"Dulunya terkenal dengan pasar barang bekas dan sangat ramai, namun seiring waktu barang barang baru juga banyak di jual disini. Tempatnya luas, bersih. Tips untuk belanja disini adalah jangan ragu untuk tawar menawar harga.",2024-05-14
Nanda Elfitra,Kesini kalo nyari acc motor. Parkiran luas untuk kelengkapan menurutku lumayan lengkap . Harga untuk sekarang kurang lebih hampir sama dengan toko tapi kalo kita bisa nawarnya akan jadi lebih murah,2024-02-14
Hilman Hidayatullah,"Sayang tempat ini sekarang lebih cocok dibilang pasar biasa aja, sudah gak banyak lapak barang antiknya sebagaimana ciri khas sebelumnya.",2024-07-14
Obat Nyamuk,"Dulu rame banget pengunjungnya,sekarang sepiii..",2024-09-14
Christine Eko Prasetyo,"Lokasi strategis,kebanyakan yg dijual fashion,sepatu n onderdil otomotif,sepeda...barang yg takcari gak ada(kaleng kerupuk)",2020-10-14
"Muhammad Ahdiat, ST","Pas kesini siang2 msh banyak yg tutup, ternyata ramenya malam hari, kondisi pasar seperti kurang terawat...",2022-10-14
Catur SP,"Tempat yg menarik, walau rada serem, penjual yg menjual barang bekas dan baru hampir sama banyak nya, barang2 kuno juga ada,",2019-10-14
Nova budi Pratama (Nopiel),Mulai sepi n tdk rame lg,2024-07-14
NaiM W0N9,"Sepi pengunjung , Barang bekas juga sudah jarang di jual , kebanyakan pedagang pakaian , spareparts kendaraan & Hp...",2023-12-14
Benny Samba,"Mohon Pemkot Jogja memberikan kemudahan buat pedagang klithikan Pakuncen, biaya sewa ringan, sponsorship pengembangan dan informasi pemasaran untuk pedagang klithikan. …",2023-10-14
Vibri Yanto,Pasar kuncen juga tempat terbaik untuk transaksi jual beli barang,2024-03-14
Fanny Soraya,Barang2 yg dijual bukan barang antik kebanyakan... Tp lebih ke barang bekas atau loakan. Dan yg sedihnya pada ga pake MASKER!!! Malah banyak yg merokok pula. Not recommended lah bawa anak kecil kesini.,2021-10-14
Fidia Utami,"Yang maju cari perlengkapan buat motor lama ada misalnya motor c700,tapi pedagang ada banyak sekitar jam 3 sore",2019-10-14
Bian Biyanto,"Harga barang"" Nya terlalu mahal   dan juga pelayanan kurang ramah. Dan untuk tempatnya kurang bersih.",2023-10-14
Kaliri Alwariji,"Pasar ini memang mudah di jangkau..hanya tempat nya terlalu sempit kurang nyaman untuk berbelanja...bagi yg memerlukan kenyamanan dlm mencari sesuatu yg di butuhkan,, …",2018-10-14
wied anto,Label sbg pasar klithikan (loak) spertinya mulai memudar krn para pedagang barang bekasnya smakin berkurang,2022-10-14
Galih Bayu,"Pengalaman saya beli,si penjual nawarin trus buka buka dagangannya sendiri....eh saya gak jadi beli diomelin... alasannya sudah acak2 dagangannya 😑kan LoL.....lokasinya di luar...kalau beli mending di tempat yg bawah.😠 …",2019-10-14
yoko 27,"masih sepi, brg2nya knp sama harga dg toko2 laenya. bhkn ada y lbh mhl. walau itu hrg tawar mnwr.",2021-10-14
Yoel Kalikulla,Dulu tempat ini menjadi tujuan untuk mencari barang2 second dan barang2 antik sekarang yg bertahan hanya sedikit sekali karena sepi pembeli dan sekarang pasar klithikan sesungguhnya ada di samping pasar beringharjo hanya pada malam hari,2019-10-14
Michael Edy Wei,"Di klitikan niat cr barang murah, makan murah tp parkir mahal. Kang parkirnya arogan jg",2023-10-14
hari dwistyawan,saya sangat tidak suka dengan seles seles yang memaksa untuk membeli barangvmereka padahal kami tidak membutuh kan dan prodak mereka sangat2 menjijikan. itu bisa saja membuat pelangan yang lain tidak nyaman atau malah mrnjadi takut dan bisa saja mrmbuat tidak akan datang lagi ke pasar klitikan pakuncen q,2018-10-14
Nurcha M M,"1. Servis hp cuma dikasih janji mulu sama teknisinyaaa.
2. Beli hp second baru pake 2 hari udah blank.",2018-10-14
Haqqi Akbar,Barangnya terlalu mainstream dan kw semua. Namun jika beruntung kamu bisa menemukan barang yg bagus. Tapi 1/10 kemungkinan.,2017-10-14
Have Fun Ta Za Ra Su,"Harus pandai memilih penjual karena beberapa penjual di sini tidak ramah serta membuka harga terlalu tinggi. Periksa barang yang ditawarkan sebelum membeli. (For english, check google.translate)",2018-10-14
Tris Naerdi,"Sangat tidak memuaskan,untuk yang mau membeli HP bekas karena barang yg di jual barang yg tidak bagus... Barang rusak..",2019-10-14
Lilik Likik,SATE kambing muda BAROKAH,2020-10-14
Zaenal Arifin,Harga barabg di sana tdk sesuai dngn apa yg di kabarkan. Sngt mahal utk ukuran barang bekas,2019-10-14
Priantoro 20,"komplit apa aja ada, tp penjual suka menaikan harga kemahalan. kalau ga di tawar wooo bisa untung banyak tu.",2018-10-14
Andi Setiawan,Tempat klitikan tp barang2nya relatif baru semua.. Tidak terkesan klitikandan harganya agak mahal..,2018-10-14
Palagan Pet Cargo,Pasar yang unik murah ...yang bekas masih bagus,2017-10-14
adi darma. ST,"Deskripsinya pasar ini menjual barang unik dan antik, actualnya yg unik dan antik hanya 20% dari keseluruhan pasar",2021-10-14
ferdi ansah,"Trlalu kumuh, kurang perawatan , hrus lbh bersih lagi biar yg datang nyaman dan ramai",2020-10-14
wahyu kurniawan,"Bukan pasar klitikan lagi,yang dijual bukan barang bekas tp semuanya batu !",2019-10-14
Heri “Granadi” Tri,Sepatu dan asesoris motor ada disini,2024-10-13
161 Merchandise,Mantappp,2024-10-12
kawaii eyelashwsb,Nyaman dan asii,2024-09-14
Yusuf Yulianta,Mantapppp,2024-08-14
nuryono ion,Lengkapp,2024-07-14
Setyaki,Sepi saiki kalah ro online,2024-06-14
agus susanto (Agus unyil),Luar biasa,2024-06-14
danank dwi swasono,joss,2024-06-14
Suci Cahyaningsih,Keren,2024-06-14
Nugroho86 Nugroho86,Komplit,2024-06-14
jemmy Restian,di jual,2024-06-14
Syafril Yusuf,Nyaman....,2024-05-14
Gilang Cakra,Keren,2024-05-14
zzada Aqwam,"Bagus,sangat membantu",2024-05-14
Nur septo hidayat,Makam,2024-04-14
thi goez,Tingkatkan kebersihan dan keramahan pedagang🙏 …,2024-04-14
"Budiyantoro S.E., MM",Murah,2024-04-14
Domo Lapendos1234,Beli sperpart motor tua,2024-04-14
Muhammad Iqbal Hidayah,Baik,2024-04-14
Sito Panggungan,jozzz,2024-04-14
Anangha Yasmina,Jossss..,2024-03-14
Whisnu Aji,Lengkap,2024-03-14
Boed Smart,Biasa,2024-03-14
daud prabowo,Hadirlah malam untuk melihat keseruan di pasar klithikan pakunceb,2024-03-14
EL D Co,Lengkap murah,2024-03-14
Emilian Faiz A. Martodihardjo,Nyari barang murah disini tempatnya,2024-03-14
budi wiryawan,Wisata bagi pecinta onderdil dan aksesoris motor,2024-03-14
astor coklat,Bagus,2024-03-14
CHOW TV,❤️,2024-03-14
Nurrokhman Jauhari,Kurang tertata,2024-02-14
Leo Kembara,"Bersih, rapi harga murah...",2024-02-14
Nurjannah,Ok,2024-02-14
Markus Kuncoro,Komplit,2024-02-14
De Je,"A unique dark view market, finding several preloved goods",2024-02-14
jojok s,Ok,2024-02-14
budi yono,Tempat cari barang jadul maupun nyu,2024-02-14
Prastyanto Satria Pradana,Kurang perawatan,2024-02-14
Mochammad Rizky Laksana,Sparepart motor yg bisa di nego,2024-02-14
Mila Yuliandari,Pasar yg isinya tempat perbaikan,2024-02-14
Mbah KARNO,Bagus,2024-02-14
Heri Malik,"harga murah,penjualnya ramah",2024-02-14
achmad munadi,Komplit,2024-02-14
Fajar Riyanto,Bersih nyaman dan aman,2024-02-14
HERI KONYEX,Jozzz,2024-02-14
nova bernarizza,Sepi sekarang pada kemana sellernya ya,2024-02-14
Yoga Pangestu,"Selalu hati hati bebrlanja disini, dan pintar nawar",2024-02-14
Alfa Jaya,Murah oke,2024-02-14
Irsyad Fauzan,"pasar terkenal di jogja, tapi harga harga sekarang mulai mahal",2024-01-14
Agus Riyadi,"Tempatnya bersih , harga terjangkau",2024-01-14
dzikri falah,Keren,2024-01-14
afra azizah,Pelayanan baguss dan lengkap👌🏻👌🏻 …,2024-01-14
Yanto Tatto,Bagus komplit,2024-01-14
Agung Samudro,Sip,2024-01-14
Zunif Vitra F Syawestu,"Murah dan berkualitas..
•
• …",2024-01-14
haidar fauzi,Tempat nyari barbek dari jaman SMP,2024-01-14
yeni novi,"cukup sepi, apa saya datangnya sore ya",2024-01-14
GIN2 TRAVELLER&GAMER,Nyarii shock,2024-01-14
